,Unnamed: 0,Tweet,Tweet_cleaned,Emojis,Tweet_len,sentiment,Annotation,label,my_labels,aws_sentiment
5127,5127,@dh_5xx هههههههههههههههههههههههههههههههههههههههههه يالله في احلى من ستاربكس🤣😭,هههههههههههههههههههههههههههههههههههههههههه يالله احلى ستاربكس,"['😭', '🤣']",4,negative,1,-1,positive,POSITIVE
5128,5128,@dh_5xx يالله ع ستاربكس والحافظ الله,يالله ستاربكس والحافظ الله,,4,positive,1,1,positive,POSITIVE
5129,5129,@dh_5xx ينفع دانكن؟ ثروتي كلها فيه,ينفع دانكن ثروتي كلها,,4,negative,1,-1,positive,POSITIVE
5130,5130,@dhnal3oud3 الدماغ محتاجه ❤ قهوه او نسكافيه,الدماغ محتاجه قهوه نسكافيه,['❤'],4,positive,1,1,positive,NEUTRAL
5131,5131,@di0oor1 @bumedarbi أنا اللي يجي متأخر معه كوب دانكن,انا اللي يجي متاخر كوب دانكن,,6,negative,1,-1,neutral,NEUTRAL
5132,5132,@dinabieberxx انتي تشربين من دانكن و تسولفين,انتي تشربين دانكن تسولفين,,4,negative,1,-1,neutral,NEUTRAL
5133,5133,@DinaMakram_ بصراحة كده الجو محتاج كوباية نسكافية بلبن من بتاعتك 😭,بصراحة كده الجو محتاج كوباية نسكافية بلبن بتاعتك,['😭'],8,positive,1,1,positive,NEUTRAL
5134,5134,@Dityls 😍😍❤️❤️اوف جاب راسي دانكن الله يسعدك,اوف جاب راسي دانكن الله يسعدك,"['😍', '❤️']",6,negative,1,-1,positive,POSITIVE
5135,5135,@diysuis بس والله تفهم ماخذه دانكن,والله تفهم ماخذه دانكن,,4,negative,1,-1,positive,NEUTRAL
5136,5136,@DkOt6b @Swiiier9 بالعافيه اليوم التايم كله قهوة بارنز @barnscoffee وشاالسالفه 🌞,بالعافيه التايم كله قهوة بارنز وشاالسالفه,['🌞'],6,positive,1,1,negative,NEUTRAL
5137,5137,@Dlbix صح نسكافيه بقوم اسوي لي الحين,صح نسكافيه بقوم اسوي الحين,,5,positive,1,1,positive,NEGATIVE
5138,5138,@dlooq8 بشروج بالجنه ،، نسكافيه احسن واطيب😍,بشروج بالجنه نسكافيه احسن واطيب,['😍'],5,positive,1,1,positive,POSITIVE
5139,5139,@DNEMIKI دانكن السادة والشقلاطة بالذات الطويلة عندهم مع بلاك اخخخخخخ,دانكن السادة والشقلاطة بالذات الطويلة عندهم بلاك اخخخخخخ,,8,negative,1,-1,negative,NEUTRAL
5140,5140,@DoaaGab61073693 اعمليلى نسكافيه مش بحب الشاى,اعمليلى نسكافيه مش بحب الشاى,,5,positive,1,1,positive,NEGATIVE
5141,5141,@doaagaber_ يا دودو ❤️❤️❤️آه والله الحمدلله اينعم هو نسكافية و توست نوتيلا وماما بتهزقني بس الحمدلله احسن من مفيش ❤️,دودو اه والله الحمدلله اينعم نسكافية توست نوتيلا وماما بتهزقني الحمدلله احسن مفيش,['❤️'],13,positive,1,1,negative,POSITIVE
5142,5142,@doaamohamed666 اكيد طلب نسكافيه 😂😂,اكيد طلب نسكافيه,['😂'],3,positive,1,1,neutral,NEGATIVE
5143,5143,"@Doaayosef20 بالنسبة لي اول مج نسكافيه الصبح في كفة والعالم كله في كفة 😁
بيدخل كده المخ يرش مايه ويفتح الشباك 😂 https://t.co/AyjFuhr9ZH",بالنسبة مج نسكافيه الصبح كفة والعالم كله كفة بيدخل كده المخ يرش مايه ويفتح الشباك,"['😁', '😂']",15,positive,1,1,neutral,NEGATIVE
5144,5144,@dodoy2299 @headl_18 اي حقت دانكن هي الوحيدة اللي قدرت اشربها,حقت دانكن الوحيدة اللي قدرت اشربها,,6,negative,1,-1,positive,NEUTRAL
5145,5145,@DohaHemda4 @anas3bdulfatta7 بلاها قهوة تيجي نشرب نسكافيه!❤️,بلاها قهوة تيجي نشرب نسكافيه,['❤️'],5,positive,1,1,negative,NEUTRAL
5146,5146,@doje_alorfy انا توا نبي ندير نسكافيه😆❤,انا توا نبي ندير نسكافيه,"['❤', '😆']",5,positive,1,1,neutral,POSITIVE
5147,5147,@DonFadd الصدق دانكن ما اذكر عندهم شي سيء,الصدق دانكن اذكر عندهم شي سيء,,6,negative,1,-1,negative,NEGATIVE
5148,5148,@dontcalImee خير الا هوت تشوكلت دانكن عاد🤨🤨🤨,خير هوت تشوكلت دانكن,['🤨'],4,negative,1,-1,positive,POSITIVE
5149,5149,@dontworrytoday جرب حق ستاربكس مره احلا,جرب حق ستاربكس مره احلا,,5,positive,1,1,positive,NEUTRAL
5150,5150,"@doo3asm فرحان بفوز الهلال وما نمت الا ساعتين والحين بالدوام 🤩💙
مريت دانكن اخذت قهوه بلاك عشان اصحصح 🏃🏽‍♂️",فرحان بفوز الهلال نمت ساعتين والحين بالدوام مريت دانكن اخذت قهوه بلاك عشان اصحصح emoji man running medium skin tone emoji,"['🤩', '💙', '🏃🏽\u200d♂️']",21,positive,1,1,positive,POSITIVE
5151,5151,@doodler2645Qw حلوو بتتم تجربة حق ستاربكس,حلوو بتتم تجربة حق ستاربكس,,5,positive,1,1,positive,POSITIVE
5152,5152,@DoseCafe_ksa قهوه ب٢٥ وييييييين وييييين ويين حنابوه!!! يازين دانكن بسس@DunkinDonutsKSA,قهوه ب وييييييين وييييين ويين حنابوه يازين دانكن بسس,,9,negative,1,-1,negative,NEUTRAL
5153,5153,@dr_7e جرب ماتشا فرابتشينو وايت موكا من ستاربكس,جرب ماتشا فرابتشينو وايت موكا ستاربكس,,6,positive,1,1,neutral,NEUTRAL
5154,5154,"@dr_jasemj67 كيف ماله علاقة بالموضوع وانت تقول صور نتائج البحث ولما ارسلها تقول لا علاقة له بالموضوع
مع احترامي لك وخر حرف (د) وحط ( ح ) لانك تستاهلها مع مرتبة الشرف",ماله علاقة بالموضوع وانت تقول صور نتائج البحث ولما ارسلها تقول علاقة بالموضوع احترامي وخر حرف وحط لانك تستاهلها مرتبة الشرف,,21,positive,1,1,neutral,NEGATIVE
5155,5155,"@drcafeksa 
والله يا د. كيف امركم عجيب .. اطلب قهوة اليوم ""باردة"" و الموظف لا ممنوع تطلبين باردة فقط حارة ! نعم ؟ كل كافهيات الدنيا لكا اطلبهم ايس كوفي داي يقدمونها لي بأفضل خدمة وهذي مو اول مرا المرا الي طافت لاني بس طلبتهم قهوة بكوب ورق قالوا لا ممنوع شدعوووووة عليكم",والله امركم عجيب اطلب قهوة باردة الموظف ممنوع تطلبين باردة حارة كافهيات الدنيا لكا اطلبهم ايس كوفي داي يقدمونها بافضل خدمة وهذي مو مرا المرا طافت لاني طلبتهم قهوة بكوب ورق قالوا ممنوع شدعوووووة عليكم,,35,negative,1,-1,negative,POSITIVE
5156,5156,@drcafeksa د. كيف الحب ،، جزء لا يتجزأ من زيارتنا للرياض الجميله متى فرع دبي https://t.co/vfe1lNWVxm,الحب جزء يتجزا زيارتنا للرياض الجميله فرع دبي,,8,positive,1,1,positive,POSITIVE
5157,5157,"@drcafeksa قهوتكم طيبه... بس نبي يوم سوو عروض مثل دانكن
ماك.. ننتظر يوم التأسيس. عسى به عرض يسوى",قهوتكم طيبه نبي سوو عروض دانكن ماك ننتظر التاسيس عرض يسوى,,11,negative,1,-1,positive,NEUTRAL
5158,5158,@DRHANI_ALABDALY @ok11111111ok جرب البلاك كوفي في دانكن حار او بارد 👍,جرب البلاك كوفي دانكن بارد,['👍'],5,negative,1,-1,neutral,POSITIVE
5159,5159,@DRHANI_ALABDALY انا كوب واحد في اليوم ولازم من عند دانكن,انا كوب ولازم دانكن,,4,positive,1,1,neutral,NEUTRAL
5160,5160,@DRHANI_ALABDALY جرب البلاك حق دانكن يادكتور وبعدها حتغير رأيك🤍,جرب البلاك حق دانكن يادكتور وبعدها حتغير رايك,['🤍'],8,positive,1,1,neutral,NEUTRAL
5161,5161,"@DRHANI_ALABDALY جرب دانكن
تخصصهم  القهوه المفلتره
و مرارتها معتدله",جرب دانكن تخصصهم القهوه المفلتره مرارتها معتدله,,7,negative,1,-1,neutral,NEUTRAL
5162,5162,@DRHANI_ALABDALY كوستا قهوته ثقيله ،، جرب دانكن وبتعجبك يادكتور,كوستا قهوته ثقيله جرب دانكن وبتعجبك يادكتور,,7,positive,1,1,neutral,POSITIVE
5163,5163,@DRHANI_ALABDALY لاتشرب الا بلاك دانكن قهوه فاخرة فعلاً,لاتشرب بلاك دانكن قهوه فاخرة فعلا,,6,positive,1,1,positive,NEUTRAL
5164,5164,@DRHANI_ALABDALY من متع الدنيا على الريق تأخذ لارج من دانكن دوناتس,متع الدنيا الريق تاخذ لارج دانكن دوناتس,,7,negative,1,-1,positive,NEUTRAL
5165,5165,@Dunkincareksa @DunkinDonutsKSA خلاص دانكن لازم تحط أشياء تنافس,خلاص دانكن لازم تحط اشياء تنافس,,6,negative,1,-1,positive,NEGATIVE
5166,5166,@Dunkincareksa @DunkinDonutsKSA معاكم معاكم يا دانكن الحلوين 😘,معاكم معاكم دانكن الحلوين,['😘'],4,negative,1,-1,positive,POSITIVE
5167,5167,@Dunkincareksa دانكن في كل مكان وزمان https://t.co/TgjokbxvXL,دانكن مكان وزمان,,3,negative,1,-1,negative,NEUTRAL
5168,5168,"@DunkinDonutsKSA 
اجواء الشتاء مع القهوه الجميله دانكن 😍🤚 https://t.co/fYYrXKaNEL",اجواء الشتاء القهوه الجميله دانكن,"['😍', '🤚']",5,positive,1,1,positive,POSITIVE
5169,5169,"@DunkinDonutsKSA 
اول رشفه من قهوة دانكن السوداء كفيله بتعديل مزاجك ❤️",رشفه قهوة دانكن السوداء كفيله بتعديل مزاجك,['❤️'],7,negative,1,-1,positive,NEUTRAL
5170,5170,"@DunkinDonutsKSA 
ماشاءالله 
من متى دانكن صار عندهم ماتشا؟🥲💚",ماشاءالله دانكن عندهم ماتشا,"['\U0001f972', '💚']",4,negative,1,-1,positive,POSITIVE
5171,5171,@DunkinDonutsKSA   صباح الجمال والروقان دانكن القلب  🤍🧡 https://t.co/f6D3P1bK3G,الجمال والروقان دانكن القلب,"['🤍', '🧡']",4,positive,1,1,positive,POSITIVE
5172,5172,@DunkinDonutsKSA 😍😍دانكن كل زين عندهم,دانكن زين عندهم,['😍'],3,negative,1,-1,neutral,NEUTRAL
5173,5173,@DunkinDonutsKSA اتمنى تتوفر دونات نوتيلا بالموز مررره حلوه شفتها في دانكن جورجيا,اتمنى تتوفر دونات نوتيلا بالموز مررره حلوه شفتها دانكن جورجيا,,10,negative,1,-1,positive,NEUTRAL
5174,5174,@DunkinDonutsKSA احبك انت يا دانكن 🫶🏻,احبك انت دانكن,['🏻'],3,negative,1,-1,positive,POSITIVE
5175,5175,@DunkinDonutsKSA اخيرًا دانكن نزل عرض لغير البلاك,اخيرا دانكن نزل عرض لغير البلاك,,6,negative,1,-1,positive,NEUTRAL
5176,5176,@DunkinDonutsKSA الحمدلله لحقت العرض رحت من الصباح 😂😂... عرض جميل شكرا دانكن I love you so much❤️🌹💞💓😍 https://t.co/ydwLCpmqLD,الحمدلله لحقت العرض رحت الصباح عرض جميل شكرا دانكن I love you so much,"['❤️', '💓', '😍', '🌹', '😂', '💞']",14,positive,1,1,positive,POSITIVE
5177,5177,@DunkinDonutsKSA الكوكيز مايحلى الى مع قهوة دانكن 🧡💖 https://t.co/iEvZxnIt3T,الكوكيز مايحلى قهوة دانكن,"['💖', '🧡']",4,negative,1,-1,positive,NEUTRAL
5178,5178,@DunkinDonutsKSA الله الله عليكم يا دانكن😋,الله الله عليكم دانكن,['😋'],4,negative,1,-1,positive,POSITIVE
5179,5179,@DunkinDonutsKSA اي شي منكم ي دانكن فخم واسعاركم افخم🌸,شي منكم دانكن فخم واسعاركم افخم,['🌸'],6,negative,1,-1,positive,POSITIVE
5180,5180,@DunkinDonutsKSA اينما كنتم دانكن معاكم. https://t.co/oQUlNF6AB6,اينما كنتم دانكن معاكم,,4,positive,1,1,positive,NEUTRAL
5181,5181,"@DunkinDonutsKSA تصالح مع بداية يومك بقهوة دانكن ….
احس كذا مدري ليش قهوتهم مرتبطه بالدوام وتصحصح من قلب وتروق المزاج 🍃 https://t.co/llQxvesbNN",تصالح بداية يومك بقهوة دانكن احس مدري ليش قهوتهم مرتبطه بالدوام وتصحصح قلب وتروق المزاج,['🍃'],15,positive,1,1,positive,NEUTRAL
5182,5182,@DunkinDonutsKSA تقع قهوة دانكن في شمال شرق قلبي :),تقع قهوة دانكن شرق قلبي,,5,negative,1,-1,positive,NEUTRAL
5183,5183,"@DunkinDonutsKSA دانكن الرائع
اتمنى الالتفاته  لفروعكم الخارجية اقصد خارج العاصمه الرياض  من ناحيه التطوير في تقديمه الخدمات  .. امتداد للجودة التي تقدمونها دائما",دانكن الرائع اتمنى الالتفاته لفروعكم الخارجية اقصد خارج العاصمه الرياض ناحيه التطوير تقديمه الخدمات امتداد للجودة تقدمونها دائما,,18,positive,1,1,positive,POSITIVE
5184,5184,@DunkinDonutsKSA دانكن بخمسه ياعيال 😎 https://t.co/stcbcprMDT,دانكن بخمسه ياعيال,['😎'],3,negative,1,-1,negative,NEUTRAL
5185,5185,@DunkinDonutsKSA دانكن دونات  ستقضى على معظم الكافيهات  السفرى بالذات بارن كافيه,دانكن دونات ستقضى معظم الكافيهات السفرى بالذات بارن كافيه,,9,negative,1,-1,positive,NEUTRAL
5186,5186,@DunkinDonutsKSA دانكن وبس  😍 ريد ڤيلڤيت الجديد روعة https://t.co/cQzPfZnfIO,دانكن وبس ريد ڤيلڤيت الجديد روعة,['😍'],6,positive,1,1,positive,POSITIVE
5187,5187,@DunkinDonutsKSA صباحي جميل ورايق مع قهوة دانكن القلب 🤍🧡 https://t.co/Y2BhQmi4oh,صباحي جميل ورايق قهوة دانكن القلب,"['🤍', '🧡']",6,positive,1,1,positive,POSITIVE
5188,5188,@DunkinDonutsKSA صرت احب يوم الثلاثاء عشان دانكن😍,صرت احب الثلاثاء عشان دانكن,['😍'],5,negative,1,-1,positive,POSITIVE
5189,5189,@DunkinDonutsKSA عادي تضموني لعائلة دانكن 🥺 https://t.co/GiLfQCEwFd,عادي تضموني لعائلة دانكن,['🥺'],4,positive,1,1,neutral,NEUTRAL
5190,5190,@DunkinDonutsKSA عذرا يوم الحب دانكن هو الحب حقي ❤️❤️,عذرا الحب دانكن الحب حقي,['❤️'],5,negative,1,-1,negative,POSITIVE
5191,5191,@DunkinDonutsKSA في دانكن أحب لونق جون و بوسطن كريم❤️❤️,دانكن احب لونق جون بوسطن كريم,['❤️'],6,negative,1,-1,positive,POSITIVE
5192,5192,@DunkinDonutsKSA كل قهوه عندكم لذيذه دانكن وش سويتوا فيني كل قهوه اشربها عندكم ارجع لها لذيذه❤️❤️,قهوه عندكم لذيذه دانكن وش سويتوا فيني قهوه اشربها عندكم ارجع لذيذه,['❤️'],12,negative,1,-1,neutral,POSITIVE
5193,5193,@DunkinDonutsKSA كلها كم يوم واحصل فرع دانكن في غرفتي  🦦,كلها واحصل فرع دانكن غرفتي,['🦦'],5,negative,1,-1,neutral,NEUTRAL
5194,5194,@DunkinDonutsKSA كوفي رول وقهوة دانكن الأصلية,كوفي رول وقهوة دانكن الاصلية,,5,positive,1,1,neutral,NEUTRAL
5195,5195,@DunkinDonutsKSA لاتوصون حريص🧡 دانكن الحب https://t.co/2PQ4DdFc2b,لاتوصون حريص دانكن الحب,['🧡'],4,negative,1,-1,negative,POSITIVE
5196,5196,@DunkinDonutsKSA لاتية أو موكا الأفضل في دانكن,لاتية موكا الافضل دانكن,,4,negative,1,-1,positive,NEUTRAL
5197,5197,@DunkinDonutsKSA لو دانكن دونات  تعمل نقاط بيع للسيارات  ستكتسح السوق,دانكن دونات تعمل نقاط بيع للسيارات ستكتسح السوق,,8,negative,1,-1,positive,NEUTRAL
5198,5198,@DunkinDonutsKSA مايحتاج تشرح الدرس يا استاذ قهوة دانكن هي الافضل,مايحتاج تشرح الدرس استاذ قهوة دانكن الافضل,,7,positive,1,1,positive,NEUTRAL
5199,5199,@DunkinDonutsKSA مع اني ما احبه لكن بجربه عشانكم دانكن,اني احبه بجربه عشانكم دانكن,,5,negative,1,-1,positive,POSITIVE
5200,5200,@DunkinDonutsKSA من عشاق دانكن انا وعيالي ❤️😘,عشاق دانكن انا وعيالي,"['❤️', '😘']",4,negative,1,-1,positive,POSITIVE
5201,5201,@DunkinDonutsKSA مود الإجازه بزل وكوب قهوة من دانكن 😌 https://t.co/jCQxPn3M1o,مود الاجازه بزل وكوب قهوة دانكن,['😌'],6,negative,1,-1,negative,NEUTRAL
5202,5202,@DunkinDonutsKSA نبي بلاك كوفي دانكن عرض,نبي بلاك كوفي دانكن عرض,,5,negative,1,-1,neutral,NEUTRAL
5203,5203,@DunkinDonutsKSA نبي دانكن بالفضية 🥈💙,نبي دانكن بالفضية,"['🥈', '💙']",3,negative,1,-1,negative,NEUTRAL
5204,5204,@DunkinDonutsKSA نبي عروض قبل ايس بلاك و دونات ب ١٤ كان افضل عرض مر على دانكن من صرت اجيهم قبل سنه تقريبا 😅,نبي عروض ايس بلاك دونات افضل عرض مر دانكن صرت اجيهم سنه تقريبا,['😅'],13,negative,1,-1,positive,POSITIVE
5205,5205,@DunkinDonutsKSA هلا هلا دانكن شلونك طيب !!,دانكن شلونك طيب,,3,positive,1,1,positive,MIXED
5206,5206,@DunkinDonutsKSA ولاروع منك دانكن ☕️☕️☕️🧡🧡🧡 وعروض روعه,ولاروع منك دانكن ️️️ وعروض روعه,"['☕', '🧡']",6,negative,1,-1,positive,POSITIVE
5207,5207,@DunkinDonutsKSA ووووووة هذي العروض الا طيب الخاطر يازين دانكن بس 😍🧡🧡,ووووووة العروض طيب الخاطر يازين دانكن,"['😍', '🧡']",6,negative,1,-1,positive,POSITIVE
5208,5208,@DunkinDonutsKSA ياربي نفسي اتوظف في دانكن 😭🧡🧡🧡🧡🧡,ياربي نفسي اتوظف دانكن,"['😭', '🧡']",4,negative,1,-1,positive,NEUTRAL
5209,5209,@DunkinDonutsKSA ياكثر الحب يا دانكن اي والله☕️🖤,ياكثر الحب دانكن والله️,"['☕', '🖤']",4,negative,1,-1,positive,POSITIVE
5210,5210,@DunkinDonutsKSA يلموني في حب دانكن,يلموني حب دانكن,,3,negative,1,-1,positive,POSITIVE
5211,5211,@Dusrny افضل من دانكن بوجهة نظري,افضل دانكن بوجهة نظري,,4,negative,1,-1,positive,POSITIVE
5212,5212,@dyr_76 دانكن احلى من ستاربكس,دانكن احلى ستاربكس,,3,positive,1,1,positive,POSITIVE
5213,5213,@e52_no جربي ستاربكس و ايرث منجد ألذ ماتشا,جربي ستاربكس ايرث منجد الذ ماتشا,,6,positive,1,1,positive,NEUTRAL
5214,5214,@Ea22nu حق ستاربكس مو حلو برضو,حق ستاربكس مو حلو برضو,,5,positive,1,1,negative,POSITIVE
5215,5215,@eabir1j الله يعز ستاربكس,الله يعز ستاربكس,,3,positive,1,1,positive,POSITIVE
5216,5216,@earthangel__w حق ستاربكس احلى بواجد ذا كنه نسكافيه,حق ستاربكس احلى بواجد كنه نسكافيه,,6,positive,1,1,positive,NEUTRAL
5217,5217,@eaxiif احلى شي ستاربكس مقهى مفضللل حقي,احلى شي ستاربكس مقهى مفضللل حقي,,6,positive,1,1,positive,POSITIVE
5218,5218,@Eeprx انصحكم تجربون ايس تي مانجا من ستاربكس: https://t.co/1BnQXoZI2h,انصحكم تجربون ايس مانجا ستاربكس,,5,negative,1,-1,neutral,NEUTRAL
5219,5219,@Eeprx ترا ستاربكس اذا دوام كامل ٤٥٠٠ افضل لك ويقبلون بسرعه,ترا ستاربكس دوام كامل افضل ويقبلون بسرعه,,7,positive,1,1,positive,POSITIVE
5220,5220,@EeXtrm في دانكن دونت 😂أكيد,دانكن دونت اكيد,['😂'],3,negative,1,-1,neutral,NEUTRAL
5221,5221,@ehassany لا نسكافية طبعاً  القهوة السعودية في الغالب عندنا بعد المغرب أو العصرية .,نسكافية طبعا القهوة السعودية الغالب عندنا المغرب العصرية,,8,positive,1,1,positive,NEUTRAL
5222,5222,@Eja52_ الصدق ستاربكس ماحسه حق قهوة مزاج لا بس كذا تسليك🥲 اما دانكن ايه ممكن،لو انتِ بالشرقية كان عطيتك لستة بس ماش🥹,الصدق ستاربكس ماحسه حق قهوة مزاج تسليك دانكن ايه ممكن انت بالشرقية عطيتك لستة ماش,['\U0001f972'],15,positive,1,1,negative,NEUTRAL
5223,5223,@EL3lwiya اكيد دانكن واكل الجو بالرغم من ان لي صوته اقوى😂 بس البارحة جنت احجي وية اخوية ع انتوني خطية هو الشخص الاقل شعبية بالفرقة ههههه,اكيد دانكن واكل الجو بالرغم صوته اقوى البارحة جنت احجي وية اخوية انتوني خطية الشخص الاقل شعبية بالفرقة ههههه,['😂'],19,negative,1,-1,negative,MIXED
5224,5224,@elalfy_rawan عاوزه اشرب نسكافيه من ايدك حالا🥹,عاوزه اشرب نسكافيه ايدك حالا,,5,positive,1,1,positive,NEGATIVE
5225,5225,@Elbakoush11 مش قلتلك رزونا فالاكشاش نسكافيه ب3 جنيه,مش قلتلك رزونا فالاكشاش نسكافيه ب,,6,positive,1,1,negative,NEGATIVE
5226,5226,@eliveii دائما دانكن الكويت يبدعون عكس السعوديه💔,دائما دانكن الكويت يبدعون عكس السعوديه,['💔'],6,negative,1,-1,positive,NEUTRAL
5227,5227,@ell777__ يختي ولد خالتي كنا نبي دانكن وهو توه مخلص ال45 ورحنا اخذنا شاهي ومشينا يعني حتى ما وقفنا,يختي ولد خالتي كنا نبي دانكن توه مخلص ال ورحنا اخذنا شاهي ومشينا يعني وقفنا,,15,negative,1,-1,neutral,POSITIVE
5228,5228,@ElzeftawySoha شويه فيشار وكوب نسكافيه واحشنى وفيلم بحبه ❤ وانسي الدنيا,شويه فيشار وكوب نسكافيه واحشنى وفيلم بحبه وانسي الدنيا,['❤'],9,positive,1,1,positive,POSITIVE
5229,5229,@Em_76890 هوت شوكلت من دانكن لذيذذذذ,هوت شوكلت دانكن لذيذذذذ,,4,negative,1,-1,neutral,POSITIVE
5230,5230,@ema_n18 حقت دانكن بتعجبككك,حقت دانكن بتعجبككك,,3,negative,1,-1,positive,POSITIVE
5231,5231,@emadhamdyr انا بقى يومى الاستيقاظ باكرا عمل السندوتشات لابنى وانا بشرب نسكافيه وبعدين اصحيه والتأكد أنه غسل وجهه واسنانه والتأكد من ملابسه وانزل اوديه المدرسة وبعدين اروح على شغلى,انا بقى يومى الاستيقاظ باكرا عمل السندوتشات لابنى وانا بشرب نسكافيه وبعدين اصحيه والتاكد غسل وجهه واسنانه والتاكد ملابسه وانزل اوديه المدرسة وبعدين اروح شغلى,,25,positive,1,1,positive,POSITIVE
5232,5232,@emadhamdyr قمح وعملت بليلة افتكرت الراجل بتاع مصر وهوبينادي علية بليلة  وعملتها وملقتش حليب ضفت عليها  مبيض نسكافية طلعت فظيعة بجد مصر فيها حاجات مهما تتغرب تفتكرها وتحبها حتى لو مكنتش تأكلها في مصر,قمح وعملت بليلة افتكرت الراجل بتاع مصر وهوبينادي علية بليلة وعملتها وملقتش حليب ضفت مبيض نسكافية طلعت فظيعة بجد مصر حاجات تتغرب تفتكرها وتحبها مكنتش تاكلها مصر,,27,positive,1,1,negative,NEGATIVE
5233,5233,"@emyarfat2 @Haytham13586030 @MarwaNassar44 اطلبى قهوة ومايه 
وبعد كدة نسكافيه ومايه 
واشرب كل ال نفسك فيه",اطلبى قهوة ومايه وبعد كدة نسكافيه ومايه واشرب ال نفسك,,10,positive,1,1,neutral,NEUTRAL
5234,5234,@emymask @YasminE39415255 الدونتس ده بحبه جدا من دانكن دونتس بعشقها,الدونتس ده بحبه دانكن دونتس بعشقها,,6,positive,1,1,positive,POSITIVE
5235,5235,"@emymask 👌الكوستا أراها افضل من ستاربكس!
وللناس فيما يعشقون مذاهب !",الكوستا اراها افضل ستاربكس وللناس يعشقون مذاهب,['👌'],7,positive,1,1,positive,POSITIVE
5236,5236,@Emyyyyy8 واتفرج عليهم وانا بشرب نسكافيه واضحك,واتفرج عليهم وانا بشرب نسكافيه واضحك,,6,positive,1,1,positive,NEGATIVE
5237,5237,"@Eng_Abdull4h @DunkinDonutsKSA عاد ابو عبدالرحمن عشقك دانكن، وما يعتب الا المحب، لو انك بالشرقيه دليتك ع الي ينسيك اي قهوة drive through
@alfanarcoffee",ابو عبدالرحمن عشقك دانكن يعتب المحب انك بالشرقيه دليتك ينسيك قهوة drive through,,13,positive,1,1,negative,POSITIVE
5238,5238,@engmam84 @Gamal_Saadeddin ستاربكس بيبقى فيه طعم عطري كده دايما,ستاربكس بيبقى طعم عطري كده دايما,,6,positive,1,1,positive,POSITIVE
5239,5239,@Enta_MoshAref دانكن احلى كريسبي كريم بس اسم,دانكن احلى كريسبي كريم اسم,,5,positive,1,1,positive,NEUTRAL
5240,5240,@Eraqe_jr مش عارف والله بس انا بقول عليه كده في القهوة نسكافيه بلبن مش مايه وهو عارفو ومقليش ابدا ان ليه اسم تاني,مش عارف والله انا بقول كده القهوة نسكافيه بلبن مش مايه عارفو ومقليش ابدا ليه اسم تاني,,17,positive,1,1,negative,NEGATIVE
5241,5241,@eren_umis احمدي ربك ما عندنا غير دانكن نعيش عليه,احمدي ربك عندنا دانكن نعيش,,5,negative,1,-1,positive,NEUTRAL
5242,5242,@EslamRaafat18 طبيب مقيم ف دانكن دونتس,طبيب مقيم دانكن دونتس,,4,positive,1,1,neutral,NEUTRAL
5243,5243,"@esraa3bdelmonem يابت انا مبقدرش استحمل ريحة الاكل اقوم اشرب سجاير انتي هبله؟😂😂دا جهازي التنفسي يجري ورايا بالقبقاب وجيوبي الأنفية تشبشبلي😅
هو فنطاس قهوه وتانك نسكافيه مع برميل سكلانس والدنيا بتبقي فله😂😂",يابت انا مبقدرش استحمل ريحة الاكل اقوم اشرب سجاير انتي هبله دا جهازي التنفسي يجري ورايا بالقبقاب وجيوبي الانفية تشبشبلي فنطاس قهوه وتانك نسكافيه برميل سكلانس والدنيا بتبقي فله,"['😅', '😂']",29,positive,1,1,negative,NEGATIVE
5244,5244,@esrrvx جربي حقت ستاربكس وانتي ساكته,جربي حقت ستاربكس وانتي ساكته,,5,positive,1,1,neutral,NEGATIVE
5245,5245,@Eth11wa @vook770 أكيد حق دانكن أطعم شيء😋😋🤣🤣,اكيد حق دانكن اطعم شيء,"['😋', '🤣']",5,negative,1,-1,positive,POSITIVE
5246,5246,@Eulermeow @ASM_ef الي مع الحليب؟ نسكافيه طبعًا ما أبي شيء يأخذ وقت,الحليب نسكافيه طبعا ابي شيء ياخذ وقت,,7,negative,1,-1,neutral,POSITIVE
5247,5247,@eulondy نسكافيه احس اللذ,نسكافيه احس اللذ,,3,positive,1,1,positive,POSITIVE
5248,5248,@ev2r__ ابي ستاربكس لانه على دربي عرفتي,ابي ستاربكس لانه دربي عرفتي,,5,negative,1,-1,neutral,NEUTRAL
5249,5249,@Eve369_ @rahaf212133 يبغالنا ناخذ معنا قهوة دانكن نمخمخ عليها https://t.co/gIYgDUYjdF,يبغالنا ناخذ معنا قهوة دانكن نمخمخ,,6,negative,1,-1,neutral,NEUTRAL
5250,5250,@evilful وربي تفهم واحيان لو ماكان عندي قهوة كويسة اجيب نسكافيه بس عشان الريحة,وربي تفهم واحيان ماكان عندي قهوة كويسة اجيب نسكافيه عشان الريحة,,11,positive,1,1,negative,NEUTRAL
5251,5251,@exll3_ دانكن نمبر ون,دانكن نمبر ون,,3,negative,1,-1,neutral,NEUTRAL
5252,5252,@exucv حي عينك حي عينك ، عطوها ٣ كوبونات من ستاربكس,حي عينك حي عينك عطوها كوبونات ستاربكس,,7,positive,1,1,negative,NEUTRAL
