Tweet,Tweet_cleaned,Emojis,Tweet_len,sentiment,Annotation,label,my_sentiment
أنا شربت أزكى كباية نسكافيه في حياتي,انا شربت ازكى كباية نسكافيه حياتي,,6,positive,1,1,1
أنا عندي عنصرية كابتشينو نسكافيه وبكره الفاصوليا وبكره البضان https://t.co/xOyaA9mmJs,انا عندي عنصرية كابتشينو نسكافيه وبكره الفاصوليا وبكره البضان,,9,positive,1,1,1
أنا هقوم أعمل نسكافية يمكن تظبط,انا هقوم اعمل نسكافية تظبط,,5,positive,1,1,1
أنا واقف بين هذه الانهيارات أشتهي هوت تشوكلت هاف مليون,انا واقف الانهيارات اشتهي هوت تشوكلت هاف,,7,negative,1,-1,-1
"أنا وقهوتي المختصة جدًا ""وِكمان"" دونات من دانكن https://t.co/J5CIXNlABs",انا وقهوتي المختصة وكمان دونات دانكن,,6,negative,1,-1,-1
أوصيكم على توست دانكن https://t.co/TD1Miyk8oD,اوصيكم توست دانكن,,3,negative,1,-1,-1
أول مرة اجي دانكن في الليل والقى عندهم دونات اللي ابغاها,مرة اجي دانكن الليل والقى عندهم دونات اللي ابغاها,,9,negative,1,-1,-1
أول نهار فرصة باخدو من أيلول ومش ناوية أعمل شي غير اقعد بالتخت واشرب نسكافيه.,نهار فرصة باخدو ايلول ومش ناوية اعمل شي اقعد بالتخت واشرب نسكافيه,,12,positive,1,1,1
أوه ساره جايبه لي دانكن🙊🙊,اوه ساره جايبه دانكن,['🙊'],4,negative,1,-1,-1
إشتهييييت دونات دانكن حالااااً .,اشتهييييت دونات دانكن حالاااا,,4,negative,1,-1,-1
إعتراف صريح قهوه دانكن وأققققطعععع 🦦🤣🤎.,اعتراف صريح قهوه دانكن واققققطعععع,"['🦦', '🤣', '🤎']",5,positive,1,1,1
ااههخ ابي دونات دانكن 💔,ااههخ ابي دونات دانكن,['💔'],4,negative,1,-1,-1
ابا اجرب الف شي من ستاربكس,ابا اجرب شي ستاربكس,,4,negative,1,-1,-1
ابا انام بسرعة عشان اصحى واروح ستاربكس,ابا انام بسرعة عشان اصحى واروح ستاربكس,,7,negative,1,-1,-1
ابا دانكن يفتح عاجلًا غير آجل,ابا دانكن يفتح عاجلا,,4,negative,1,-1,-1
"ابتكار جديد من ستاربكس ""قهوة بزيت الزيتون""
https://t.co/FI895anC9B",ابتكار جديد ستاربكس قهوة بزيت الزيتون,,6,positive,1,1,1
ابدأ مساءك من دانكن قهوه كوفي لاتيه ☕️ https://t.co/b0MKXDEidJ,ابدا مساءك دانكن قهوه كوفي لاتيه ️,['☕'],7,positive,1,1,1
ابدا يومك بذكر الله .. و إبتسامة و ستاربكس https://t.co/eSas1wh5qK,ابدا يومك بذكر الله ابتسامة ستاربكس,,6,positive,1,1,1
ابرار تقول جبت لك دانكن عشان نفسيتك 🫦❤️‍🔥,ابرار تقول جبت دانكن عشان نفسيتك,['❤️\u200d🔥'],6,positive,1,1,1
ابريق نسكافيه وحب باجة وياسلام سلم,ابريق نسكافيه وحب باجة وياسلام سلم,,6,positive,1,1,1
ابغا اجرب الريد فليت حقت دانكن بس مترددهه,ابغا اجرب الريد فليت حقت دانكن مترددهه,,7,negative,1,-1,-1
ابغا امريكانوو من دانكن,ابغا امريكانوو دانكن,,3,negative,1,-1,-1
ابغا دانكن ودونات النفسيه خرا,ابغا دانكن ودونات النفسيه خرا,,5,negative,1,-1,-1
ابغا دونات وقهوة من دانكن مؤثرررررررر,ابغا دونات وقهوة دانكن مؤثرررررررر,,5,negative,1,-1,-1
ابغا قهوة دانكن 😭😭,ابغا قهوة دانكن,['😭'],3,negative,1,-1,-1
ابغا قهوة دانكن مع بوستن كريم,ابغا قهوة دانكن بوستن كريم,,5,negative,1,-1,-1
ابغا قهوه دانكن كيف طريقه,ابغا قهوه دانكن طريقه,,4,negative,1,-1,-1
ابغا مق هاف مليون)؛,ابغا مق هاف ؛,,4,negative,1,-1,-1
ابغى اروح ل هاف مليون عشان عرضهم😭😭😭,ابغى اروح هاف عشان عرضهم,['😭'],5,positive,1,1,-1
ابغى اروووووح كيمس بس مسافه من المكان إلي انا فيه وممممممرا مَ فحالي بس نفسي ف حلا صاحي وهما الوحيدين إلي احب حقهم 🥲🥲🥲🥲🥲🥲💔💔💔💔💔💔,ابغى اروووووح كيمس مسافه المكان انا وممممممرا فحالي نفسي حلا صاحي وهما الوحيدين احب حقهم,"['\U0001f972', '💔']",15,negative,1,-1,-1
ابغى افتح دانكن فرع داخل حوش بيت شهد كيف الطريقه ؟,ابغى افتح دانكن فرع داخل حوش بيت شهد الطريقه,,9,negative,1,-1,-1
ابغى دانكن حالاً بالاً,ابغى دانكن حالا بالا,,4,negative,1,-1,-1
ابغى ستاربكس حااالاً تبًا لبعد المسافات,ابغى ستاربكس حااالا تبا لبعد المسافات,,6,negative,1,-1,1
ابغى ستاربكس وابي فتون معي كيف؟,ابغى ستاربكس وابي فتون معي,,5,negative,1,-1,-1
ابغى مق هاف مليون الان الانن,ابغى مق هاف الانن,,4,negative,1,-1,-1
ابغى مق هاف مليون بليز لا تخلصونه علي 🥹,ابغى مق هاف بليز تخلصونه,,5,negative,1,-1,-1
ابغىىى كوب هاف مليون الجديد🥺🥲 https://t.co/uyrXoDnhdV,ابغىىى كوب هاف الجديد,"['🥺', '\U0001f972']",4,positive,1,1,1
ابغي احتسي جهوه واكل دونتس من دانكن هالحين,ابغي احتسي جهوه واكل دونتس دانكن هالحين,,7,negative,1,-1,-1
ابلع الكتاب كله الان لعيون ستاربكس,ابلع الكتاب كله لعيون ستاربكس,,5,positive,1,1,1
ابله ابي اشتري مق من كولكشن الفلنتاين من ستاربكس,ابله ابي اشتري مق كولكشن الفلنتاين ستاربكس,,7,negative,1,-1,-1
ابو شيماء اتهور و هيروح دانكن 🍩,ابو شيماء اتهور هيروح دانكن,['🍩'],5,negative,1,-1,-1
ابوي قال اذا فاز الهلال او كان الفوز بالبلنتي او حتى لو فارق بينهم هدف اجيبلج دانكن,ابوي فاز الهلال الفوز بالبلنتي فارق بينهم هدف اجيبلج دانكن,,10,negative,1,-1,-1
ابوي قالي شلج بستار بكس دانكن احلى💙,ابوي قالي شلج بستار بكس دانكن احلى,['💙'],7,negative,1,-1,1
ابوي يقول لي اذا صحيتي بدري بجيب لك دانكن وشو الاغراء ذا,ابوي يقول صحيتي بدري بجيب دانكن وشو الاغراء,,8,negative,1,-1,-1
ابي اذوق ماتشا دانكن,ابي اذوق ماتشا دانكن,,4,negative,1,-1,-1
ابي اذوق ماتشا دانكن متى يوفرونها هنا,ابي اذوق ماتشا دانكن يوفرونها,,5,negative,1,-1,-1
ابي اروح دانكن,ابي اروح دانكن,,3,negative,1,-1,-1
ابي اروح ستاربكس اخذ ماتشا,ابي اروح ستاربكس اخذ ماتشا,,5,negative,1,-1,-1
ابي اروح ستاربكس اطلب اكبر سايز من كثر ما ابيه🥹,ابي اروح ستاربكس اطلب اكبر سايز كثر ابيه,,8,negative,1,-1,-1
ابي اشتري عرض حق هاف مليون 🥲,ابي اشتري عرض حق هاف,['\U0001f972'],5,negative,1,-1,-1
ابي اطلع ستاربكس الاااان,ابي اطلع ستاربكس الاااان,,4,negative,1,-1,-1
ابي اكواب ستاربكس الجديدة,ابي اكواب ستاربكس الجديدة,,4,positive,1,1,1
ابي الحقق ع عرض هاف مليون بصييحححح,ابي الحقق عرض هاف بصييحححح,,5,negative,1,-1,-1
ابي امريكانو من دانكن بشمها قبل اشربها,ابي امريكانو دانكن بشمها اشربها,,5,negative,1,-1,-1
ابي دانكن بعدين افكر اجتهد,ابي دانكن بعدين افكر اجتهد,,5,negative,1,-1,-1
ابي دانكن متوحمه عليه ههههههههههههههههههههههههه,ابي دانكن متوحمه ههههههههههههههههههههههههه,,4,negative,1,-1,-1
ابي دونات دانكن,ابي دونات دانكن,,3,negative,1,-1,-1
ابي ستاربكس فاضي هالحزه اخلص في شغلي وين ؟,ابي ستاربكس فاضي هالحزه اخلص شغلي وين,,7,negative,1,-1,-1
ابي قهوة دانكن الااان😔😔,ابي قهوة دانكن الااان,['😔'],4,negative,1,-1,-1
ابي قهوة دانكن مشتهيه خيررر,ابي قهوة دانكن مشتهيه خيررر,,5,negative,1,-1,-1
ابي قهوة دانكن مع دونت.,ابي قهوة دانكن دونت,,4,negative,1,-1,-1
ابي قهوة ستاربكس شلون؟؟؟,ابي قهوة ستاربكس شلون,,4,negative,1,-1,-1
ابي قهوة من دانكن ولو ماحصل ابي عيونك,ابي قهوة دانكن ماحصل ابي عيونك,,6,negative,1,-1,-1
ابي قهوه دانكن😞💔💔,ابي قهوه دانكن,"['😞', '💔']",3,negative,1,-1,-1
ابي ماتشا ستاربكس يبيلها هجه من الدوام,ابي ماتشا ستاربكس يبيلها هجه الدوام,,6,negative,1,-1,-1
ابي ماتشا مالت دانكن تكفى,ابي ماتشا مالت دانكن تكفى,,5,negative,1,-1,-1
ابي مشروب حار من ستاربكس حلو,ابي مشروب ستاربكس حلو,,4,positive,1,1,1
ابي مشروب من دانكن حلو انصحوني,ابي مشروب دانكن حلو انصحوني,,5,negative,1,-1,-1
ابي مق ستاربكس الاسود وفارس معيي🥺,ابي مق ستاربكس الاسود وفارس معيي,['🥺'],6,negative,1,-1,-1
ابي مق ستاربكس الي فيه غيوم💔,ابي مق ستاربكس غيوم,['💔'],4,negative,1,-1,-1
ابي مق هاف مليون يييجننن عجبني,ابي مق هاف يييجننن عجبني,,5,negative,1,-1,-1
ابي هوت تشوكلت هاف مليون حالًا بالًا !,ابي هوت تشوكلت هاف حالا بالا,,6,negative,1,-1,-1
ابي هوت شوكلت دانكن,ابي هوت شوكلت دانكن,,4,negative,1,-1,-1
ابييي دانكن يالحفر متى تفتحونه اعجلوا علي,ابييي دانكن يالحفر تفتحونه اعجلوا,,5,negative,1,-1,-1
ابييييي دانكن بس صفاء خربت عليييي 😢😢,ابييييي دانكن صفاء خربت عليييي,['😢'],5,negative,1,-1,-1
اتريا الڤلنتاين عشان دانكن.,اتريا الڤلنتاين عشان دانكن,,4,positive,1,1,1
اتسوق واسمع اغاني و اشرب ستاربكس,اتسوق واسمع اغاني اشرب ستاربكس,,5,positive,1,1,-1
اتغدا فطور نسكافيه بالحليب مع صامولي جبن بشيبس عمان😋,اتغدا فطور نسكافيه بالحليب صامولي جبن بشيبس عمان,['😋'],8,negative,1,-1,1
اتفق ان دانكن يستحق الصدارة https://t.co/ouaSetSEZG,اتفق دانكن يستحق الصدارة,,4,negative,1,-1,1
اتمنى دايم ستاربكس يضبطون الامريكانو نفس حقت اليوم,اتمنى دايم ستاربكس يضبطون الامريكانو حقت,,6,negative,1,-1,-1
اتمنى من دانكن يعطوني وصفة القهوة السوداء خلصت فلوسي من كثر ما اشتري منهم😔 @DunkinDonutsKSA,اتمنى دانكن يعطوني وصفة القهوة السوداء خلصت فلوسي كثر اشتري منهم,['😔'],11,negative,1,-1,-1
اتوقع احلى غلطة يغلطونها ستاربكس 🤣💓@majidalmohandis https://t.co/X0PfCnlKHw,اتوقع احلى غلطة يغلطونها ستاربكس,"['💓', '🤣']",5,positive,1,1,1
اجازي نفسي بكوب قهوه دانكن ودونات😂🔝🫀,اجازي نفسي بكوب قهوه دانكن ودونات,"['\U0001fac0', '😂', '🔝']",6,negative,1,-1,-1
اجلتها من يوم صحيت عشان اشربها ف اروق وقت جبت كوبين قهوه تركيه من بارنز اول مابديت اذوق اش صار ؟ النونو قرر انو بيتقهوى كمان حالاً و لا بينهار,اجلتها صحيت عشان اشربها اروق وقت جبت كوبين قهوه تركيه بارنز مابديت اذوق اش النونو قرر انو بيتقهوى كمان حالا بينهار,,21,positive,1,1,-1
اجمل بداية لليوم هي صباحك في دانكن وأحدهم يسألك عن عطرك 🤎🤎☕️,اجمل بداية لليوم صباحك دانكن واحدهم يسالك عطرك ️,"['☕', '🤎']",9,positive,1,1,1
اجمل شي عند ستاربكس وانتهى https://t.co/jrfsY5JxhU,اجمل شي ستاربكس وانتهى,,4,positive,1,1,1
"اجواء ستاربكس مع المطر اهه اهه مااجمله🌧️🌧️🌧️🌧️

#ابها",اجواء ستاربكس المطر اهه اهه مااجمله,['🌧️'],6,negative,1,-1,1
اجواء مذاكرة وفاينل يبي لها احد من الأحباب يدخل عليك بكوفي رول من دانكن وبلاك كوفي مكتوب على الكوبايه بتزين بتزين بتزين بوسط مذاكرتك عشان تكون هالحنيه سبب مقنع تصيح عليه,اجواء مذاكرة وفاينل يبي الاحباب يدخل بكوفي رول دانكن وبلاك كوفي مكتوب الكوبايه بتزين بتزين بتزين بوسط مذاكرتك عشان هالحنيه سبب مقنع تصيح,,23,positive,1,1,-1
احب ادخل ستاربكس عشان ريحه القهوه بس,احب ادخل ستاربكس عشان ريحه القهوه,,6,positive,1,1,1
احب اشكر دانكن لانهم يساعدوني في ايامي السوداء❤️❤️,احب اشكر دانكن لانهم يساعدوني ايامي السوداء,['❤️'],7,negative,1,-1,1
احب اعيش تفاصيل يومي مع بنت اختي 🎶♥️ #دانكن #قهوه_مختصه https://t.co/atWsCPo4HG,احب اعيش تفاصيل يومي بنت اختي,"['♥️', '🎶']",6,negative,1,-1,1
احب انيدي ودتني دانكن ماخلتها في خاطري,احب انيدي ودتني دانكن ماخلتها خاطري,,6,negative,1,-1,-1
احب حقين ستاربكس احبهم احبهم يصنعون يومي,احب حقين ستاربكس احبهم احبهم يصنعون يومي,,7,positive,1,1,1
احب دانكن بس ماك كافيه يفووز 👌 https://t.co/Jw8E1y7dh3,احب دانكن ماك كافيه يفووز,['👌'],5,positive,1,1,1
احب دانكن ي ناس https://t.co/mDBpneT0Xk,احب دانكن ناس,,3,negative,1,-1,-1
احب دونات وكولد برو دانكن,احب دونات وكولد برو دانكن,,5,negative,1,-1,-1
احب ستاربكس اخر الليل كلنا جالسين نذاكر,احب ستاربكس اخر الليل كلنا جالسين نذاكر,,7,positive,1,1,1
احب ستاربكس حطوا لي قلوب حمراء بالكوب,احب ستاربكس حطوا قلوب حمراء بالكوب,,6,positive,1,1,1
احب ستاربكس في الصباح 🥹🥹 مليان نوستالجيا,احب ستاربكس الصباح مليان نوستالجيا,,5,positive,1,1,1
احب ستاربكس وهم مفضليني للأبد💗,احب ستاربكس وهم مفضليني للابد,['💗'],5,positive,1,1,1
احب ستاربكس ياناااسس🌟🌟🌟🌟,احب ستاربكس ياناااسس,['🌟'],3,positive,1,1,1
احب قهوة اخر الليل خصوص من ستاربَكس 💙. https://t.co/03x3dG5GBT,احب قهوة اخر الليل خصوص ستاربكس,['💙'],6,positive,1,1,1
احب قهوة بارنز كثير .. كثيير حتى اكثر من دانكن 💚 https://t.co/BpdDCogBa0,احب قهوة بارنز كثير كثيير دانكن,['💚'],6,negative,1,-1,-1
احب قهوة بارنز للابد,احب قهوة بارنز للابد,,4,positive,1,1,1
"احب قهوة دانكن 
احب قهوة دانكن 
احب قهوة دانكن",احب قهوة دانكن احب قهوة دانكن احب قهوة دانكن,,9,negative,1,-1,1
احب كرم دانكن بكميه القهوه اشرب فيها ساعه ولاتخلص 🫡🧡🤍,احب كرم دانكن بكميه القهوه اشرب ساعه ولاتخلص,"['🤍', '🧡']",8,negative,1,-1,1
احب موظفين ستاربكس الهنود الطف ناس,احب موظفين ستاربكس الهنود الطف ناس,,6,negative,1,-1,1
احب موظفين ستاربكس تحسهم اصدقائك.,احب موظفين ستاربكس تحسهم اصدقائك,,5,positive,1,1,1
احب موظفين ستاربكس يعرفون طلبي قبل اقوله 😂❤️❤️,احب موظفين ستاربكس يعرفون طلبي اقوله,"['😂', '❤️']",6,negative,1,-1,1
احب نسكافيه طيف🥺,احب نسكافيه طيف,['🥺'],3,positive,1,1,1
احبب دانكن قسم بالله ملجأ المطفرين,احبب دانكن قسم بالله ملجا المطفرين,,6,negative,1,-1,1
احبب موظفين ستاربكس محترمين جدًا https://t.co/GqVkg1VWEc,احبب موظفين ستاربكس محترمين,,4,positive,1,1,1
احببب موظفيين ستاربكس😔 https://t.co/oXxD61Dnsg,احببب موظفيين ستاربكس,['😔'],3,negative,1,-1,-1
احتااج ستاربكس يغير ابو مزاجي 💔,احتااج ستاربكس يغير ابو مزاجي,['💔'],5,negative,1,-1,-1
احتاج  ضروري اروح دانكن اجرب الماتشا حقتهم !!!,احتاج ضروري اروح دانكن اجرب الماتشا حقتهم,,7,negative,1,-1,-1
احتاج ستاربكس راصي مصدع,احتاج ستاربكس راصي مصدع,,4,negative,1,-1,-1
احتاج قهوه من ستاربكس تعدل مزاجي,احتاج قهوه ستاربكس تعدل مزاجي,,5,negative,1,-1,1
احتاج مشروب من دانكن ساخن مع دونت,احتاج مشروب دانكن ساخن دونت,,5,negative,1,-1,-1
احتفال ستاربكس بيوم المرأه لطيف 😿 https://t.co/om0YC1ZZqP,احتفال ستاربكس بيوم المراه لطيف,['😿'],5,negative,1,-1,1
اححِس بخاطري كُوب ستاربكس الجديد 😢💙.,اححس بخاطري كوب ستاربكس الجديد,"['💙', '😢']",5,positive,1,1,1
احد جرب الريد فيلفت حق دانكن ؟,جرب الريد فيلفت حق دانكن,,5,negative,1,-1,-1
احرجني حق دانكن عطاني قهوتين بلاش,احرجني حق دانكن عطاني قهوتين بلاش,,6,negative,1,-1,-1
احس اشتهيت ستاربكس,احس اشتهيت ستاربكس,,3,negative,1,-1,1
احس الحياه بدون قهوه من ستاربكس ودونات من دانكن مو حلوه👎🏻,احس الحياه بدون قهوه ستاربكس ودونات دانكن مو حلوه emoji thumbs down light skin tone emoji,['👎🏻'],16,negative,1,-1,-1
احس المفروض دانكن عبدالله فؤاد يعطوني نسبه من كثر مااجيهم واجلس بالساعات ومن اول الناس اللي جو له للحين مستسمره ههههههههههه,احس المفروض دانكن عبدالله فؤاد يعطوني نسبه كثر مااجيهم واجلس بالساعات الناس اللي جو للحين مستسمره ههههههههههه,,17,negative,1,-1,-1
احس اني الشب الوحيد الي ما بطيق ابدا القهوة بس بنفس الوقت اديكتيد نسكافيه بشكل مو طبيعي😂,احس اني الشب الوحيد بطيق ابدا القهوة بنفس اديكتيد نسكافيه مو طبيعي,['😂'],12,positive,1,1,1
احس بخاطري كوفي رول من دانكن 🫠! ومالي خلق اطلع ابد🙇🏻‍♀️💔,احس بخاطري كوفي رول دانكن ومالي خلق اطلع ابد emoji woman bowing light skin tone emoji,"['🙇🏻\u200d♀️', '💔']",16,negative,1,-1,-1
احس صرت احب ستاربكس https://t.co/w50DADNzzz,احس صرت احب ستاربكس,,4,negative,1,-1,-1
احس لو شربت فرابتشينو ستاربكس حترجعلي ذكريات حلوه,احس شربت فرابتشينو ستاربكس حترجعلي ذكريات حلوه,,7,positive,1,1,1
احس مشتهيه ماتشا ستاربكس لانها الذ ماتشا ذقتها,احس مشتهيه ماتشا ستاربكس لانها الذ ماتشا ذقتها,,8,negative,1,-1,-1
احسن شي سووه دانكن انهم صاروا ورا بيتي🥹❤️‍🔥,احسن شي سووه دانكن انهم صاروا ورا بيتي,['❤️\u200d🔥'],8,positive,1,1,-1
احلا شيء تطلع دانكن و كيان ع حساب اختك 🦦🤍,احلا شيء تطلع دانكن كيان حساب اختك,"['🦦', '🤍']",7,negative,1,-1,-1
احلا مافي الصوره دانكن 🧡 https://t.co/sjjDUEjcHo,احلا مافي الصوره دانكن,['🧡'],4,negative,1,-1,-1
احلى شي ستاربكس https://t.co/NZn56Tic42,احلى شي ستاربكس,,3,positive,1,1,1
احلى شي فسندويجات ستاربكس ان سعراتها محسوبه,احلى شي فسندويجات ستاربكس سعراتها محسوبه,,6,positive,1,1,1
احلى شي قهوة من دانكن من اخوي بعد🫦😔💗💗💗💗.روقت,احلى شي قهوة دانكن اخوي روقت,"['💗', '😔']",6,positive,1,1,1
احلى شيء قدام المدرسه دانكن 🫦,احلى شيء قدام المدرسه دانكن,,5,negative,1,-1,-1
احلى قهوه بعد دانكن قهوه coffee map,احلى قهوه دانكن قهوه coffee map,,6,positive,1,1,1
احلى كبابة نسكافيه بلبن بتكون في الوقت دا ..,احلى كبابة نسكافيه بلبن بتكون دا,,6,positive,1,1,1
احلى مافي الصبح قهوة دانكن😋,احلى مافي الصبح قهوة دانكن,['😋'],5,positive,1,1,1
احلى مافيه ان أبوي ادمن ستاربكس معي😭,احلى مافيه ابوي ادمن ستاربكس معي,['😭'],6,positive,1,1,1
احلى مكافئه بعد جلد الاختبارات دانكن,احلى مكافئه جلد الاختبارات دانكن,,5,positive,1,1,1
"احلى من ستاربكس بمراااحل
بالعاافيه 💐 https://t.co/hnJyjg8gWl",احلى ستاربكس بمراااحل بالعاافيه,['💐'],4,positive,1,1,1
"احمد كره دانكن بسبب عزيز بكل سفره يقوله وقف عند دانكن😭😭
#عزيز_المحمد #احمد_رحيم #تجمعنا_دبي https://t.co/RdWXIKtVRz",احمد كره دانكن عزيز بكل سفره يقوله دانكن,['😭'],8,negative,1,-1,-1
احنا اول ما دانكن سوا عرض الخمسه ريال: https://t.co/W4rpvfBzIb,احنا دانكن سوا عرض الخمسه,,5,negative,1,-1,1
اخ ادمنت ماتشا ستاربكس ابغاهاااا,اخ ادمنت ماتشا ستاربكس ابغاهاااا,,5,negative,1,-1,-1
اخ اكواب ستاربكس الجديده منهاره منهاره تجننن😭🤍🤍,اخ اكواب ستاربكس الجديده منهاره منهاره تجننن,"['😭', '🤍']",7,negative,1,-1,1
اخ يا دانكن احبك,اخ دانكن احبك,,3,negative,1,-1,-1
اختبار حلو اهم شي طلعت مروقه منه ورحنا دانكن كمكافأه🫶🏻.,اختبار حلو اهم شي طلعت مروقه ورحنا دانكن كمكافاه,['🏻'],9,negative,1,-1,-1
اختبار رائع رائع ما يبي له الا قهوه من دانكن تفكك المخ وترتب الاوضاع براسي,اختبار رائع رائع يبي قهوه دانكن تفكك المخ وترتب الاوضاع براسي,,11,positive,1,1,-1
اختي الصغيره كل ما تشوفني متضايقه بتعملي نسكافيه,اختي الصغيره تشوفني متضايقه بتعملي نسكافيه,,6,positive,1,1,1
اختي المتزوجة عشان مانطردها ونسريها بيتها مسوية نسكافيه مع بوكس حلا مافتحناه وتقول تعالو يبنات روقو انتم تعبتم اليوم 😭😭😭😭 اويلي يالطيبة الحبوبة هذي لو اطلبها سقيا فنجال ماء ما اعطتني,اختي المتزوجة عشان مانطردها ونسريها بيتها مسوية نسكافيه بوكس حلا مافتحناه وتقول تعالو يبنات روقو انتم تعبتم اويلي يالطيبة الحبوبة اطلبها سقيا فنجال ماء اعطتني,['😭'],25,positive,1,1,-1
"اختي بخامس جايتني تقول اطلبي لي بكره الصباح هوت تشوكلت من دانكن الكبير لي ولصديقاتي 
اخ ايام بطاطس ليز كبير وعصير ربيع راحت 
💔💔💔💔",اختي بخامس جايتني تقول اطلبي بكره الصباح هوت تشوكلت دانكن الكبير ولصديقاتي اخ بطاطس ليز كبير وعصير ربيع راحت,['💔'],19,negative,1,-1,-1
اختي جاتها الدوره وراحت تشتري من دانكن وما شرت لي قلت لها ابي اذوق عطتني اياه كله😼,اختي جاتها الدوره وراحت تشتري دانكن شرت قلت ابي اذوق عطتني اياه كله,['😼'],13,negative,1,-1,-1
اختي قالتلي اضربيلي نسكافيه قلتلها عليش ايش دارلك😔😔,اختي قالتلي اضربيلي نسكافيه قلتلها عليش ايش دارلك,['😔'],8,positive,1,1,1
اخخ لذيذه لذييييذه اول مره تعجبني قهوه من ستاربكس 😢🤍🤍 https://t.co/Oiyo3WZVm3,اخخ لذيذه لذييييذه مره تعجبني قهوه ستاربكس,"['🤍', '😢']",7,negative,1,-1,-1
اخخخخ مافيه اعظم من قهوة دانكن ادمان ياناس,اخخخخ مافيه اعظم قهوة دانكن ادمان ياناس,,7,negative,1,-1,-1
اخدت مشروب من دانكن على مدح الخلق,اخدت مشروب دانكن مدح الخلق,,5,positive,1,1,-1
اخذت برتزل توركي من ستاربكس مراا يمييي,اخذت برتزل توركي ستاربكس مراا يمييي,,6,negative,1,-1,-1
اخذت بلاك كوفي من ستاربكس بـ15 وحجمه صغير !! الله يعز دانكن فوق ان سعره حلو طعمه احلى,اخذت بلاك كوفي ستاربكس ب وحجمه صغير الله يعز دانكن سعره حلو طعمه احلى,,14,positive,1,1,-1
اخذت قهوة من بارنز اكثر شيء مرّ ذقته بحياتي,اخذت قهوة بارنز شيء مر ذقته بحياتي,,7,negative,1,-1,-1
اخذت قهوه من دانكن الخفقان وقته وقته,اخذت قهوه دانكن الخفقان وقته وقته,,6,negative,1,-1,-1
اخر ٣٠ ساعه نمت ساعتين فقط وتوي شارب كولد برو من دانكن وكاني توي قايم لا اعلم ما الذي حصل,اخر ساعه نمت ساعتين وتوي شارب كولد برو دانكن وكاني توي قايم اعلم حصل,,14,negative,1,-1,-1
اخر الليل وين الحب دانكن ❤️ https://t.co/Zi8fUGmpLK,اخر الليل وين الحب دانكن,['❤️'],5,negative,1,-1,-1
اخر كوباية نسكافيه وهنام بجد,اخر كوباية نسكافيه وهنام بجد,,5,positive,1,1,1
اخلاقي كانت سيئة رحت دانكن اغير جو واذاكر وصارت أسوء من كمية البهجة والسرور بين الباريستا والموظفة الجديدة 🤮🤮 ، احس اني اكتفيت خلاص من الدنيا واهلها .,اخلاقي سيئة رحت دانكن اغير جو واذاكر وصارت اسوء كمية البهجة والسرور الباريستا والموظفة الجديدة احس اني اكتفيت خلاص الدنيا واهلها,['🤮'],21,negative,1,-1,-1
اخلص من الامريكانو اشتهي نسكافيه اخلص من النسكافيه اشتهي امريكانو,اخلص الامريكانو اشتهي نسكافيه اخلص النسكافيه اشتهي امريكانو,,8,positive,1,1,1
اخلطوا حليب مع نسكافيه  يطلع لكم سبنش لاتيه بارد 🐝,اخلطوا حليب نسكافيه يطلع سبنش لاتيه بارد,['🐝'],7,positive,1,1,1
"اخيرا 
اسأل الله ان يضع في طريقكم الاشخاص الخفيفين والمريحين ، قليلين العتاب وكثيرين المحبة 
اشخاص مش بيحسسوكم بالطُرق ومش بتضطرو تختصرو الطريق وتاخدو الشارع الفرعي عشان توصلو اسرع 
ناس لما تكونو معاها بتحسو ان الدنيا احلى وان اهو الدنيا بسيطة 
رفيق قهوة ورفيق اغنية 💕",اخيرا اسال الله يضع طريقكم الاشخاص الخفيفين والمريحين قليلين العتاب وكثيرين المحبة اشخاص مش بيحسسوكم بالطرق ومش بتضطرو تختصرو الطريق وتاخدو الشارع الفرعي عشان توصلو اسرع ناس تكونو معاها بتحسو الدنيا احلى اهو الدنيا بسيطة رفيق قهوة ورفيق اغنية,['💕'],39,positive,1,1,1
اخيرا اعجبتني القهوه لاني اول مره اجرب ستاربكس 😍.,اخيرا اعجبتني القهوه لاني مره اجرب ستاربكس,['😍'],7,negative,1,-1,1
اخيراً افتتاح فرع دانكن مول عمان 😍 https://t.co/4FsZOTUwqS,اخيرا افتتاح فرع دانكن مول عمان,['😍'],6,negative,1,-1,1
اخيراً بجرب هوت تشوكلت هاف مليون,اخيرا بجرب هوت تشوكلت هاف,,5,negative,1,-1,-1
اخيرا رجعت الاقي ماتشا في ستاربكس 💚🤍💚🤍,اخيرا رجعت الاقي ماتشا ستاربكس,"['🤍', '💚']",5,positive,1,1,1
"اخيراً رضخ ستاربكس ونزل سبانيش لاتيه خيي 
#ستاربكس",اخيرا رضخ ستاربكس ونزل سبانيش لاتيه خيي,,7,positive,1,1,1
اخييه نفسي بقهوه من ستاربكس عادي ؟؟,اخييه نفسي بقهوه ستاربكس عادي,,5,positive,1,1,1
اخيييراً دانكن ✨💕#الخميس_الونيس https://t.co/A1HMWukpBp,اخيييرا دانكن الخميس الونيس,"['✨', '💕']",4,negative,1,-1,-1
ادامني حق ستاربكس مب طبيعي,ادامني حق ستاربكس مب طبيعي,,5,positive,1,1,1
ادمان حليب ستاربكس https://t.co/7vIFjvXEYO,ادمان حليب ستاربكس,,3,negative,1,-1,-1
